STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/6/1955,0,",,E",,,66,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/7/1955,0,",,E",,,64,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/8/1955,0,",,E",,,64,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/9/1955,0,",,E",,,65,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/10/1955,0,",,E",,,64,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/11/1955,0,",,E",,,71,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/12/1955,0,",,E",,,67,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/13/1955,0,",,E",,,64,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/14/1955,0,",,E",,,66,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/15/1955,0,",,E",,,63,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/16/1955,0,",,E",,,60,",,E",41,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/17/1955,0,",,E",,,67,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/18/1955,0,",,E",,,70,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/19/1955,0,",,E",,,69,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/20/1955,0,",,E",,,68,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/21/1955,0,",,E",,,64,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/22/1955,0,",,E",,,62,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/23/1955,0,",,E",,,63,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/24/1955,0,",,E",,,65,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/25/1955,0,",,E",,,69,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/26/1955,0,",,E",,,67,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/27/1955,0,",,E",,,68,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/28/1955,0,",,E",,,63,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/1/1955,0,",,E",,,64,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/2/1955,0.48,",,E",,,65,",,E",45,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/3/1955,0.11,",,E",,,51,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/4/1955,0.03,",,E",,,50,",,E",38,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/5/1955,0,",,E",,,47,",,E",35,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/6/1955,0,",,E",,,57,",,E",32,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/7/1955,0,",,E",,,58,",,E",35,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/8/1955,0,",,E",,,65,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/9/1955,0,",,E",,,67,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/10/1955,0.01,",,E",,,61,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/11/1955,0,",,E",,,63,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/12/1955,0,",,E",,,59,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/13/1955,0.01,",,E",,,53,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/14/1955,0.04,",,E",,,55,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/15/1955,0,",,E",,,52,",,E",45,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/16/1955,0,",,E",,,53,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/17/1955,0,",,E",,,57,",,E",39,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/18/1955,0,",,E",,,61,",,E",45,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/19/1955,0,",,E",,,65,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/20/1955,0,",,E",,,66,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/21/1955,0,",,E",,,69,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/22/1955,0,",,E",,,66,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/23/1955,0.01,",,E",,,67,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/24/1955,0,",,E",,,68,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/25/1955,0,",,E",,,69,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/26/1955,0,",,E",,,70,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/27/1955,0,",,E",,,72,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/28/1955,0,",,E",,,73,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/29/1955,0,",,E",,,73,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/30/1955,0,",,E",,,74,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/31/1955,0,",,E",,,76,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/1/1955,0,",,E",,,78,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/2/1955,0,",,E",,,74,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/3/1955,0,",,E",,,63,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/4/1955,0.02,",,E",,,64,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/5/1955,0.03,",,E",,,59,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/6/1955,0,",,E",,,63,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/7/1955,0,",,E",,,59,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/8/1955,0,",,E",,,59,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/9/1955,0,",,E",,,64,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/10/1955,0,",,E",,,69,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/11/1955,0,",,E",,,67,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/12/1955,0.12,",,E",,,67,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/13/1955,0.01,",,E",,,69,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/14/1955,0.14,",,E",,,61,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/15/1955,0.71,",,E",,,64,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/16/1955,0.04,",,E",,,67,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/17/1955,0,",,E",,,67,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/18/1955,0,",,E",,,65,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/19/1955,0.13,",,E",,,61,",,E",49,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/20/1955,0,",,E",,,63,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/21/1955,0,",,E",,,63,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/22/1955,0,",,E",,,63,",,E",45,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/23/1955,0,",,E",,,67,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/24/1955,0,",,E",,,67,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/25/1955,0.04,",,E",,,68,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/26/1955,0.11,",,E",,,59,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/27/1955,0,",,E",,,66,",,E",49,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/28/1955,0,",,E",,,70,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/29/1955,0,",,E",,,70,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/30/1955,0,",,E",,,68,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/1/1955,0,",,E",,,73,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/2/1955,0,",,E",,,69,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/3/1955,0,",,E",,,75,",,E",55,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/4/1955,0,",,E",,,74,",,E",55,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/5/1955,0,",,E",,,75,",,E",55,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/6/1955,0,",,E",,,72,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/7/1955,0,",,E",,,72,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/8/1955,0,",,E",,,73,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/9/1955,0,",,E",,,81,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/10/1955,0,",,E",,,79,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/11/1955,0.01,",,E",,,74,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/12/1955,0,",,E",,,77,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/13/1955,0,",,E",,,77,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/14/1955,0,",,E",,,76,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/15/1955,0,",,E",,,74,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/16/1955,0,",,E",,,75,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/17/1955,0,",,E",,,78,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/18/1955,0,",,E",,,78,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/19/1955,0,",,E",,,82,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/20/1955,0,",,E",,,83,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/21/1955,0,",,E",,,81,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/22/1955,0,",,E",,,82,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/23/1955,0,",,E",,,80,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/24/1955,0,",,E",,,73,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/25/1955,0,",,E",,,73,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/26/1955,0,",,E",,,73,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/27/1955,0,",,E",,,77,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/28/1955,0,",,E",,,82,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/29/1955,0,",,E",,,86,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/30/1955,0,",,E",,,82,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/31/1955,0,",,E",,,82,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/1/1955,0,",,E",,,79,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/2/1955,0,",,E",,,80,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/3/1955,0,",,E",,,79,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/4/1955,0,",,E",,,80,",,E",66,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/5/1955,0,",,E",,,81,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/6/1955,0,",,E",,,82,",,E",66,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/7/1955,0,",,E",,,81,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/8/1955,0,",,E",,,79,",,E",66,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/9/1955,0,",,E",,,86,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/10/1955,0,",,E",,,92,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/11/1955,0,",,E",,,87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/12/1955,0,",,E",,,88,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/13/1955,0,",,E",,,81,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/14/1955,0,",,E",,,80,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/15/1955,0,",,E",,,83,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/16/1955,0,",,E",,,79,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/17/1955,0,",,E",,,81,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/18/1955,0,",,E",,,83,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/19/1955,0,",,E",,,93,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/20/1955,0,",,E",,,91,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/21/1955,0,",,E",,,94,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/22/1955,0,",,E",,,95,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/23/1955,0,",,E",,,90,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/24/1955,0,",,E",,,88,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/25/1955,0,",,E",,,86,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/26/1955,0,",,E",,,83,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/27/1955,0,",,E",,,85,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/28/1955,0,",,E",,,88,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/29/1955,0,",,E",,,87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/30/1955,0,",,E",,,88,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/1/1955,0,",,E",,,88,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/2/1955,0,",,E",,,91,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/3/1955,0,",,E",,,91,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/4/1955,0,",,E",,,87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/5/1955,0,",,E",,,86,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/6/1955,0,",,E",,,87,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/7/1955,0,",,E",,,87,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/8/1955,0,",,E",,,86,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/9/1955,0,",,E",,,85,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/10/1955,0,",,E",,,86,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/11/1955,0,",,E",,,87,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/12/1955,0,",,E",,,89,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/13/1955,0,",,E",,,92,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/14/1955,0,",,E",,,91,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/15/1955,0,",,E",,,88,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/16/1955,0,",,E",,,91,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/17/1955,0,",,E",,,91,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/18/1955,0,",,E",,,91,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/19/1955,0,",,E",,,90,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/20/1955,0,",,E",,,94,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/21/1955,0,",,E",,,90,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/22/1955,0,",,E",,,91,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/23/1955,0,",,E",,,91,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/24/1955,0,",,E",,,90,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/25/1955,0.09,",,E",,,88,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/26/1955,0,",,E",,,86,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/27/1955,0,",,E",,,94,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/28/1955,0,",,E",,,92,",,E",79,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/29/1955,0,",,E",,,91,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/30/1955,0,",,E",,,87,",,E",80,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/31/1955,0,",,E",,,88,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/1/1955,0,",,E",,,85,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/2/1955,0,",,E",,,86,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/3/1955,0,",,E",,,87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/4/1955,0,",,E",,,90,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/5/1955,0,",,E",,,88,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/6/1955,0,",,E",,,86,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/7/1955,0,",,E",,,87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/8/1955,0,",,E",,,85,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/9/1955,0,",,E",,,86,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/10/1955,0,",,E",,,88,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/11/1955,0,",,E",,,86,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/12/1955,0,",,E",,,87,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/13/1955,0,",,E",,,86,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/14/1955,0,",,E",,,90,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/15/1955,0,",,E",,,92,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/16/1955,0.19,",,E",,,87,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/17/1955,0.25,",,E",,,78,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/18/1955,0.22,",,E",,,79,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/19/1955,0,",,E",,,86,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/20/1955,0,",,E",,,86,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/21/1955,0,",,E",,,87,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/22/1955,0,",,E",,,86,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/23/1955,0,",,E",,,88,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/24/1955,0,",,E",,,89,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/25/1955,0,",,E",,,92,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/26/1955,0,",,E",,,92,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/27/1955,0,",,E",,,91,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/28/1955,0,",,E",,,87,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/29/1955,0,",,E",,,88,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/30/1955,0,",,E",,,86,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/31/1955,0,",,E",,,84,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/1/1955,0,",,E",,,84,",,E",70,",,E"
